;3 min;15 min;30 min;47 min;57 min;70 min;76 min;88 min;Final;Blanco
Long.de onda (nm); Abs; Abs;Abs;Abs;Abs;Abs;Abs;Abs; Abs;Abs
422.9993591;1.376469612;1.108754516;0.6937494874;0.5620934367;0.533608973;0.5111497045;0.4885642231;0.4660197198;0.3688652515;1.467900872
421.9981384;1.376192927;1.107921004;0.6938351989;0.5618851185;0.5340166688;0.5116487145;0.4886301458;0.4660356045;0.3771606684;1.466640353
420.9967346;1.373940825;1.107679963;0.6930187941;0.5617445707;0.5344031453;0.5110546947;0.4884008467;0.4659892917;0.386292994;1.470275521
419.9951477;1.37337184;1.107434154;0.6924194098;0.5611360073;0.5338876247;0.5115152001;0.4881478846;0.466113925;0.3946904242;1.464890957
418.9934082;1.371319771;1.105367303;0.6924213767;0.5607111454;0.533806026;0.5111021399;0.4880942702;0.4661595821;0.4027025104;1.466554761
417.9915161;1.371163964;1.105289102;0.6919757724;0.5606150627;0.5329679847;0.5110825896;0.4882043898;0.465641737;0.4120747745;1.468446136
416.9893799;1.370363355;1.102170706;0.6907758117;0.5598372221;0.5326682925;0.5108484626;0.4877341986;0.4656191468;0.4206699133;1.464744925
415.9871521;1.366574049;1.104313731;0.6898397803;0.5590426922;0.5320235491;0.5103774071;0.4872308373;0.4652139843;0.4304822087;1.462009788
414.9846802;1.364343047;1.10225594;0.6893415451;0.558688879;0.5314416289;0.5094392896;0.4865384996;0.4650250375;0.4400902092;1.465227246
413.9821777;1.364088058;1.099826455;0.6886807084;0.5566843748;0.5301774144;0.5078488588;0.4848284423;0.4638279378;0.4492744207;1.457573652
413.0179749;1.360948086;1.101862907;0.6864411831;0.556854248;0.5293534398;0.5073909163;0.484669745;0.4634388089;0.4582064748;1.457809567
412.0150146;1.363770843;1.09820497;0.6850981712;0.5553590059;0.5285856128;0.5072968006;0.4842861593;0.4628611505;0.4675725996;1.46238637
411.0119019;1.363682508;1.093930125;0.6847798824;0.5553537011;0.5286073089;0.5055550933;0.4836612046;0.462732017;0.4786791801;1.461129546
410.008667;1.359292865;1.096626878;0.6831111908;0.5525751114;0.5265612006;0.5046131015;0.4820480943;0.4612513185;0.4868330657;1.457389832
409.005188;1.357186675;1.093720436;0.6815782189;0.5517147779;0.5259333849;0.5030699372;0.4817231596;0.4604125917;0.4966536462;1.452148914
408.0016174;1.356588483;1.091433406;0.680383265;0.5521627665;0.524557054;0.5031487942;0.4805408716;0.4595681727;0.5043504238;1.453001499
406.9978638;1.353332281;1.091050029;0.6804071069;0.5504669547;0.5238882303;0.5021722317;0.4801454842;0.4590387046;0.513853848;1.454813957
405.9939575;1.351865649;1.085151315;0.6779276729;0.5489074588;0.5232912898;0.5008840561;0.4792224169;0.4589437842;0.5229328871;1.454785943
404.9898376;1.348849654;1.085107327;0.6756305695;0.5476565361;0.5219696164;0.4993189275;0.4775913954;0.4581058025;0.5303675532;1.451115727
403.9855652;1.346315384;1.086351156;0.6752237678;0.5462217331;0.5210413337;0.4984259605;0.4767417312;0.4568481147;0.5379828215;1.453549743
402.9811707;1.344075084;1.082670331;0.6744223237;0.5450123549;0.5200435519;0.4976512194;0.4758886099;0.4558925331;0.5444409847;1.450448751
402.0152283;1.34324944;1.080146909;0.6716986299;0.5427568555;0.5176784992;0.4959650934;0.4739842415;0.4540111125;0.5506855249;1.450864315
401.010437;1.340197921;1.078480124;0.6708320975;0.5421702266;0.5161693096;0.4951032996;0.4725940526;0.4527782202;0.5568239093;1.448734045
400.0055542;1.338010311;1.076866627;0.6695803404;0.5405303836;0.5144937634;0.492929548;0.470864594;0.4512654841;0.5613696575;1.442689419
399.0004883;1.336823463;1.075439692;0.6674518585;0.5388939977;0.514233768;0.4923611879;0.4704698324;0.450510174;0.5674843192;1.449077725
397.9952698;1.338099837;1.074286342;0.6665602922;0.5391185284;0.5135176778;0.4916522205;0.4702476263;0.4502797127;0.5726879239;1.4438591
396.9898376;1.334876657;1.074277401;0.6655113697;0.5379155874;0.5123728514;0.4908060431;0.4689342678;0.4492307305;0.5754098296;1.4457618
395.984314;1.331256986;1.068973541;0.664681077;0.5361426473;0.5104449391;0.4895082414;0.4672822654;0.4489072263;0.5786543489;1.440450191
395.0172729;1.330486894;1.068864703;0.6620751023;0.5344949365;0.5098997951;0.4881969392;0.4656067491;0.4472152591;0.5809960961;1.449222326
394.0113831;1.328215361;1.068754673;0.6612281799;0.5341930985;0.5090853572;0.4872395992;0.4658940136;0.4463358223;0.5830652118;1.4456743
393.0053406;1.328473568;1.067368269;0.6609055996;0.5321395993;0.5075829625;0.4862885773;0.464861691;0.4457480907;0.5836088061;1.440478444
391.9991455;1.326307178;1.064920545;0.6587116718;0.5311811566;0.5065709949;0.4845063984;0.4636077583;0.4441471696;0.58471632;1.444951177
390.9927673;1.322391152;1.063564301;0.6582106352;0.5299328566;0.5048063397;0.4833287001;0.4626736939;0.4433709979;0.5833579302;1.443022609
389.9862671;1.324224591;1.064834118;0.6560447216;0.5299319625;0.504109323;0.4826761782;0.4609821141;0.4431687295;0.5830582976;1.437106133
389.0183411;1.324379325;1.062565088;0.6554377079;0.5281909108;0.5039591789;0.4831555486;0.4615583718;0.4423193336;0.5820821524;1.44085288
388.0115051;1.3202492;1.060912609;0.6551606655;0.5276840925;0.5034565926;0.4820103049;0.4613040686;0.4417540729;0.5799051523;1.440787911
387.0045166;1.319397569;1.05823338;0.6549574733;0.526589334;0.502178371;0.4809461534;0.4593925178;0.4406529963;0.5775172114;1.438103676
385.9973755;1.322483778;1.060091019;0.653247118;0.5269505978;0.5013056993;0.4803204238;0.4593182802;0.4399523437;0.5746161342;1.434612632
384.9901123;1.317764163;1.058502555;0.6537700891;0.5269256234;0.5013095737;0.480294615;0.4585157037;0.4400778115;0.5712456703;1.438581705
383.982605;1.315138221;1.058457613;0.6531631351;0.5258735418;0.5015292168;0.4792415798;0.4586303532;0.4393672049;0.5664616823;1.437777638
383.0137634;1.317334414;1.059645414;0.653375864;0.5262793303;0.5021944642;0.4804141223;0.4588593841;0.4398281276;0.5624620318;1.43544364
382.006012;1.319091797;1.060232997;0.6534232497;0.5262867212;0.5019074678;0.480584234;0.4599358737;0.4406021535;0.5581268668;1.434286237
380.9980774;1.316509247;1.060175776;0.653726995;0.5278180838;0.5025971532;0.4806439877;0.4600473344;0.4411838651;0.5533001423;1.43892777
379.9899902;1.31373179;1.057250381;0.6544291973;0.527423799;0.5042091608;0.4814046323;0.4604656994;0.4419498444;0.5488263369;1.435775757
378.981781;1.319378972;1.057928562;0.6567774415;0.5282367468;0.5040829778;0.4834913313;0.4613445103;0.4432058632;0.5428680182;1.441165805
378.0121765;1.315967083;1.058964252;0.6567574143;0.5300421119;0.5055814981;0.4833503664;0.462775141;0.4437450171;0.5364825726;1.438970089
377.0036316;1.320278168;1.063444376;0.6585027575;0.5332270265;0.5078459382;0.4855347872;0.4652125537;0.4455197453;0.531193018;1.432126641
375.9949646;1.324366927;1.064851165;0.6615507603;0.5352602601;0.5101307034;0.4881253839;0.4679054022;0.4490526915;0.5269419551;1.438366413
374.9861145;1.325175643;1.067180634;0.6640796065;0.5378995538;0.5138389468;0.491943568;0.4712587893;0.4513517022;0.5224558115;1.436279655
374.0159607;1.331051946;1.071017504;0.6693748832;0.54206568;0.5181983709;0.496511817;0.4750375748;0.4562700093;0.5188221335;1.439700246
373.0068054;1.338350177;1.07792604;0.6750840545;0.5477900505;0.5234997869;0.5018074512;0.4801312089;0.4623424113;0.5162574649;1.441582918
371.9975281;1.338492274;1.084755778;0.6820291877;0.5545380116;0.5310638547;0.507707417;0.4883692265;0.4686617255;0.5142630339;1.439912677
370.9880676;1.340940118;1.088370204;0.6872389317;0.5618163943;0.538408041;0.5152720809;0.4941285253;0.4756934941;0.5117375255;1.443000078
370.0173035;1.345891833;1.096884727;0.6964495778;0.5710510612;0.5471608043;0.5234673619;0.5029897094;0.4829334021;0.5082345605;1.441923022
369.0075684;1.354658365;1.105958939;0.7020756006;0.5755242109;0.5517583489;0.5284913182;0.5083616972;0.4885959029;0.5080742836;1.438825727
367.9976807;1.366460562;1.113631248;0.7106272578;0.5847862363;0.5603290796;0.5377777815;0.5176458359;0.4966304302;0.506142199;1.437419057
366.9876404;1.371487617;1.117705345;0.7177119851;0.5888444185;0.5655352473;0.5434732437;0.5229848623;0.5056433082;0.5025276542;1.434975386
366.0163269;1.373991966;1.124887109;0.7236630917;0.5956702232;0.5726721883;0.5495329499;0.5285028815;0.510579586;0.4999731183;1.440415859
365.0059814;1.387895584;1.125510454;0.7268372774;0.6006147265;0.5773643851;0.5545883775;0.5338881612;0.5150245428;0.4952120483;1.439424872
363.9955139;1.38833952;1.133906364;0.730753839;0.6054494381;0.5789219737;0.5586560369;0.5368381143;0.5189884305;0.4888097644;1.438275814
362.9848633;1.389586806;1.134131074;0.7359535694;0.6092833281;0.5841557384;0.5631102324;0.5411676764;0.5227600336;0.4835684299;1.445244431
362.01297;1.392907619;1.137488246;0.7379789352;0.6112715006;0.5873931646;0.5646947026;0.5439571142;0.5251601934;0.4785577357;1.44143784
361.0020752;1.393481851;1.141271353;0.7393581271;0.6144010425;0.5903380513;0.5672599077;0.5462409258;0.5267834663;0.4723063409;1.436661482
359.9909668;1.3887707;1.142657757;0.7438700795;0.6171102524;0.5928182006;0.5699301362;0.5495234728;0.5299090147;0.4664112628;1.435581446
359.0186768;1.396949172;1.142800093;0.7458594441;0.6203126907;0.5958700776;0.572914958;0.5526642799;0.5337317586;0.4616916776;1.434278488
358.0073547;1.400506496;1.147389531;0.7474708557;0.6195173264;0.5969271064;0.5752376318;0.5540619493;0.5342043042;0.4539988637;1.43722713
356.9958191;1.400875688;1.149743795;0.7497404218;0.6233432889;0.6000830531;0.578186214;0.5556862354;0.535723269;0.4486621022;1.432257175
355.9841614;1.397709846;1.147956133;0.7507338524;0.6257010102;0.6005954146;0.5781037807;0.5569078326;0.5387781858;0.4423380494;1.430394769
355.0112915;1.400877357;1.149890065;0.7526957393;0.6266008019;0.6030649543;0.5797892213;0.5597521663;0.540387392;0.4368669391;1.429590106
353.9993591;1.396142364;1.150031924;0.7527079582;0.6286897063;0.6032674909;0.5808749795;0.5604114532;0.5410447121;0.4316399992;1.434900045
352.9872742;1.40391016;1.152029395;0.7543287873;0.6290631294;0.6061876416;0.5829896331;0.5610423684;0.5424333215;0.4237295389;1.436499834
352.0140076;1.404652715;1.15275526;0.7573400736;0.6295616031;0.6060109138;0.5839989185;0.5629740357;0.5430451035;0.4197671115;1.436792135
351.0016479;1.404392242;1.158085465;0.7576349974;0.632833302;0.6070103049;0.5859768391;0.5645569563;0.5450543761;0.4145562053;1.430715799
349.9891663;1.399944901;1.155625224;0.7586334348;0.6328358054;0.6092578769;0.5865371227;0.5649592876;0.5461238027;0.4097501636;1.434242964
